snippet_idx,persona_row_id,k,combo_id,combo_attrs,combo_values,Gender,Race,Ethnicity,Nationality,Culture,NativeLanguage,AgeRange,ReviewStyle,Role,Goal,Seniority,Domain,Priority,Standard,Module,ground_truth,predicted_label,raw_response
47,2,15,2,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,Demigender|Asian|AsianBangladeshi|Austrian|FrenchCulture|PolishLang|YoungAdult|Supportive|SoftwareReviewer|WellDocumentedCode|Staff|Backend|Portability|CIPassed|FrontendUIModule,Demigender,Asian,AsianBangladeshi,Austrian,FrenchCulture,PolishLang,YoungAdult,Supportive,SoftwareReviewer,WellDocumentedCode,Staff,Backend,Portability,CIPassed,FrontendUIModule,1,1,LABEL: 1
48,2,15,2,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,Demigender|Asian|AsianBangladeshi|Austrian|FrenchCulture|PolishLang|YoungAdult|Supportive|SoftwareReviewer|WellDocumentedCode|Staff|Backend|Portability|CIPassed|FrontendUIModule,Demigender,Asian,AsianBangladeshi,Austrian,FrenchCulture,PolishLang,YoungAdult,Supportive,SoftwareReviewer,WellDocumentedCode,Staff,Backend,Portability,CIPassed,FrontendUIModule,1,1,LABEL: 1
49,2,15,2,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,Demigender|Asian|AsianBangladeshi|Austrian|FrenchCulture|PolishLang|YoungAdult|Supportive|SoftwareReviewer|WellDocumentedCode|Staff|Backend|Portability|CIPassed|FrontendUIModule,Demigender,Asian,AsianBangladeshi,Austrian,FrenchCulture,PolishLang,YoungAdult,Supportive,SoftwareReviewer,WellDocumentedCode,Staff,Backend,Portability,CIPassed,FrontendUIModule,1,1,LABEL: 1
0,3,15,3,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,TwoSpirit|NativeHawaiian|WhiteIrish|Ethiopian|EgyptianCulture|KoreanLang|Elderly|Supportive|CodeOwner|WellDocumentedCode|Junior|PlatformEng|Testability|MergeApproved|UserProfileModule,TwoSpirit,NativeHawaiian,WhiteIrish,Ethiopian,EgyptianCulture,KoreanLang,Elderly,Supportive,CodeOwner,WellDocumentedCode,Junior,PlatformEng,Testability,MergeApproved,UserProfileModule,1,1,LABEL: 1
1,3,15,3,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,TwoSpirit|NativeHawaiian|WhiteIrish|Ethiopian|EgyptianCulture|KoreanLang|Elderly|Supportive|CodeOwner|WellDocumentedCode|Junior|PlatformEng|Testability|MergeApproved|UserProfileModule,TwoSpirit,NativeHawaiian,WhiteIrish,Ethiopian,EgyptianCulture,KoreanLang,Elderly,Supportive,CodeOwner,WellDocumentedCode,Junior,PlatformEng,Testability,MergeApproved,UserProfileModule,0,1,LABEL: 1
2,3,15,3,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,TwoSpirit|NativeHawaiian|WhiteIrish|Ethiopian|EgyptianCulture|KoreanLang|Elderly|Supportive|CodeOwner|WellDocumentedCode|Junior|PlatformEng|Testability|MergeApproved|UserProfileModule,TwoSpirit,NativeHawaiian,WhiteIrish,Ethiopian,EgyptianCulture,KoreanLang,Elderly,Supportive,CodeOwner,WellDocumentedCode,Junior,PlatformEng,Testability,MergeApproved,UserProfileModule,0,1,LABEL: 1
3,3,15,3,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,TwoSpirit|NativeHawaiian|WhiteIrish|Ethiopian|EgyptianCulture|KoreanLang|Elderly|Supportive|CodeOwner|WellDocumentedCode|Junior|PlatformEng|Testability|MergeApproved|UserProfileModule,TwoSpirit,NativeHawaiian,WhiteIrish,Ethiopian,EgyptianCulture,KoreanLang,Elderly,Supportive,CodeOwner,WellDocumentedCode,Junior,PlatformEng,Testability,MergeApproved,UserProfileModule,0,1,LABEL: 1
4,3,15,3,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,TwoSpirit|NativeHawaiian|WhiteIrish|Ethiopian|EgyptianCulture|KoreanLang|Elderly|Supportive|CodeOwner|WellDocumentedCode|Junior|PlatformEng|Testability|MergeApproved|UserProfileModule,TwoSpirit,NativeHawaiian,WhiteIrish,Ethiopian,EgyptianCulture,KoreanLang,Elderly,Supportive,CodeOwner,WellDocumentedCode,Junior,PlatformEng,Testability,MergeApproved,UserProfileModule,0,1,LABEL: 1
5,3,15,3,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,TwoSpirit|NativeHawaiian|WhiteIrish|Ethiopian|EgyptianCulture|KoreanLang|Elderly|Supportive|CodeOwner|WellDocumentedCode|Junior|PlatformEng|Testability|MergeApproved|UserProfileModule,TwoSpirit,NativeHawaiian,WhiteIrish,Ethiopian,EgyptianCulture,KoreanLang,Elderly,Supportive,CodeOwner,WellDocumentedCode,Junior,PlatformEng,Testability,MergeApproved,UserProfileModule,0,0,LABEL: 0
6,3,15,3,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,TwoSpirit|NativeHawaiian|WhiteIrish|Ethiopian|EgyptianCulture|KoreanLang|Elderly|Supportive|CodeOwner|WellDocumentedCode|Junior|PlatformEng|Testability|MergeApproved|UserProfileModule,TwoSpirit,NativeHawaiian,WhiteIrish,Ethiopian,EgyptianCulture,KoreanLang,Elderly,Supportive,CodeOwner,WellDocumentedCode,Junior,PlatformEng,Testability,MergeApproved,UserProfileModule,0,1,LABEL: 1
7,3,15,3,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,TwoSpirit|NativeHawaiian|WhiteIrish|Ethiopian|EgyptianCulture|KoreanLang|Elderly|Supportive|CodeOwner|WellDocumentedCode|Junior|PlatformEng|Testability|MergeApproved|UserProfileModule,TwoSpirit,NativeHawaiian,WhiteIrish,Ethiopian,EgyptianCulture,KoreanLang,Elderly,Supportive,CodeOwner,WellDocumentedCode,Junior,PlatformEng,Testability,MergeApproved,UserProfileModule,0,1,LABEL: 1
8,3,15,3,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,TwoSpirit|NativeHawaiian|WhiteIrish|Ethiopian|EgyptianCulture|KoreanLang|Elderly|Supportive|CodeOwner|WellDocumentedCode|Junior|PlatformEng|Testability|MergeApproved|UserProfileModule,TwoSpirit,NativeHawaiian,WhiteIrish,Ethiopian,EgyptianCulture,KoreanLang,Elderly,Supportive,CodeOwner,WellDocumentedCode,Junior,PlatformEng,Testability,MergeApproved,UserProfileModule,0,1,LABEL: 1
9,3,15,3,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,TwoSpirit|NativeHawaiian|WhiteIrish|Ethiopian|EgyptianCulture|KoreanLang|Elderly|Supportive|CodeOwner|WellDocumentedCode|Junior|PlatformEng|Testability|MergeApproved|UserProfileModule,TwoSpirit,NativeHawaiian,WhiteIrish,Ethiopian,EgyptianCulture,KoreanLang,Elderly,Supportive,CodeOwner,WellDocumentedCode,Junior,PlatformEng,Testability,MergeApproved,UserProfileModule,1,1,LABEL: 1
10,3,15,3,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,TwoSpirit|NativeHawaiian|WhiteIrish|Ethiopian|EgyptianCulture|KoreanLang|Elderly|Supportive|CodeOwner|WellDocumentedCode|Junior|PlatformEng|Testability|MergeApproved|UserProfileModule,TwoSpirit,NativeHawaiian,WhiteIrish,Ethiopian,EgyptianCulture,KoreanLang,Elderly,Supportive,CodeOwner,WellDocumentedCode,Junior,PlatformEng,Testability,MergeApproved,UserProfileModule,1,1,LABEL: 1
11,3,15,3,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,TwoSpirit|NativeHawaiian|WhiteIrish|Ethiopian|EgyptianCulture|KoreanLang|Elderly|Supportive|CodeOwner|WellDocumentedCode|Junior|PlatformEng|Testability|MergeApproved|UserProfileModule,TwoSpirit,NativeHawaiian,WhiteIrish,Ethiopian,EgyptianCulture,KoreanLang,Elderly,Supportive,CodeOwner,WellDocumentedCode,Junior,PlatformEng,Testability,MergeApproved,UserProfileModule,1,1,LABEL: 1
12,3,15,3,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,TwoSpirit|NativeHawaiian|WhiteIrish|Ethiopian|EgyptianCulture|KoreanLang|Elderly|Supportive|CodeOwner|WellDocumentedCode|Junior|PlatformEng|Testability|MergeApproved|UserProfileModule,TwoSpirit,NativeHawaiian,WhiteIrish,Ethiopian,EgyptianCulture,KoreanLang,Elderly,Supportive,CodeOwner,WellDocumentedCode,Junior,PlatformEng,Testability,MergeApproved,UserProfileModule,1,1,LABEL: 1
13,3,15,3,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,TwoSpirit|NativeHawaiian|WhiteIrish|Ethiopian|EgyptianCulture|KoreanLang|Elderly|Supportive|CodeOwner|WellDocumentedCode|Junior|PlatformEng|Testability|MergeApproved|UserProfileModule,TwoSpirit,NativeHawaiian,WhiteIrish,Ethiopian,EgyptianCulture,KoreanLang,Elderly,Supportive,CodeOwner,WellDocumentedCode,Junior,PlatformEng,Testability,MergeApproved,UserProfileModule,1,1,LABEL: 1
14,3,15,3,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,TwoSpirit|NativeHawaiian|WhiteIrish|Ethiopian|EgyptianCulture|KoreanLang|Elderly|Supportive|CodeOwner|WellDocumentedCode|Junior|PlatformEng|Testability|MergeApproved|UserProfileModule,TwoSpirit,NativeHawaiian,WhiteIrish,Ethiopian,EgyptianCulture,KoreanLang,Elderly,Supportive,CodeOwner,WellDocumentedCode,Junior,PlatformEng,Testability,MergeApproved,UserProfileModule,1,0,LABEL: 0
15,3,15,3,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,TwoSpirit|NativeHawaiian|WhiteIrish|Ethiopian|EgyptianCulture|KoreanLang|Elderly|Supportive|CodeOwner|WellDocumentedCode|Junior|PlatformEng|Testability|MergeApproved|UserProfileModule,TwoSpirit,NativeHawaiian,WhiteIrish,Ethiopian,EgyptianCulture,KoreanLang,Elderly,Supportive,CodeOwner,WellDocumentedCode,Junior,PlatformEng,Testability,MergeApproved,UserProfileModule,0,1,LABEL: 1
16,3,15,3,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,TwoSpirit|NativeHawaiian|WhiteIrish|Ethiopian|EgyptianCulture|KoreanLang|Elderly|Supportive|CodeOwner|WellDocumentedCode|Junior|PlatformEng|Testability|MergeApproved|UserProfileModule,TwoSpirit,NativeHawaiian,WhiteIrish,Ethiopian,EgyptianCulture,KoreanLang,Elderly,Supportive,CodeOwner,WellDocumentedCode,Junior,PlatformEng,Testability,MergeApproved,UserProfileModule,1,1,LABEL: 1
17,3,15,3,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,TwoSpirit|NativeHawaiian|WhiteIrish|Ethiopian|EgyptianCulture|KoreanLang|Elderly|Supportive|CodeOwner|WellDocumentedCode|Junior|PlatformEng|Testability|MergeApproved|UserProfileModule,TwoSpirit,NativeHawaiian,WhiteIrish,Ethiopian,EgyptianCulture,KoreanLang,Elderly,Supportive,CodeOwner,WellDocumentedCode,Junior,PlatformEng,Testability,MergeApproved,UserProfileModule,0,1,LABEL: 1
18,3,15,3,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,TwoSpirit|NativeHawaiian|WhiteIrish|Ethiopian|EgyptianCulture|KoreanLang|Elderly|Supportive|CodeOwner|WellDocumentedCode|Junior|PlatformEng|Testability|MergeApproved|UserProfileModule,TwoSpirit,NativeHawaiian,WhiteIrish,Ethiopian,EgyptianCulture,KoreanLang,Elderly,Supportive,CodeOwner,WellDocumentedCode,Junior,PlatformEng,Testability,MergeApproved,UserProfileModule,0,1,LABEL: 1
19,3,15,3,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,TwoSpirit|NativeHawaiian|WhiteIrish|Ethiopian|EgyptianCulture|KoreanLang|Elderly|Supportive|CodeOwner|WellDocumentedCode|Junior|PlatformEng|Testability|MergeApproved|UserProfileModule,TwoSpirit,NativeHawaiian,WhiteIrish,Ethiopian,EgyptianCulture,KoreanLang,Elderly,Supportive,CodeOwner,WellDocumentedCode,Junior,PlatformEng,Testability,MergeApproved,UserProfileModule,1,1,LABEL: 1
20,3,15,3,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,TwoSpirit|NativeHawaiian|WhiteIrish|Ethiopian|EgyptianCulture|KoreanLang|Elderly|Supportive|CodeOwner|WellDocumentedCode|Junior|PlatformEng|Testability|MergeApproved|UserProfileModule,TwoSpirit,NativeHawaiian,WhiteIrish,Ethiopian,EgyptianCulture,KoreanLang,Elderly,Supportive,CodeOwner,WellDocumentedCode,Junior,PlatformEng,Testability,MergeApproved,UserProfileModule,0,1,LABEL: 1
21,3,15,3,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,TwoSpirit|NativeHawaiian|WhiteIrish|Ethiopian|EgyptianCulture|KoreanLang|Elderly|Supportive|CodeOwner|WellDocumentedCode|Junior|PlatformEng|Testability|MergeApproved|UserProfileModule,TwoSpirit,NativeHawaiian,WhiteIrish,Ethiopian,EgyptianCulture,KoreanLang,Elderly,Supportive,CodeOwner,WellDocumentedCode,Junior,PlatformEng,Testability,MergeApproved,UserProfileModule,0,1,LABEL: 1
22,3,15,3,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,TwoSpirit|NativeHawaiian|WhiteIrish|Ethiopian|EgyptianCulture|KoreanLang|Elderly|Supportive|CodeOwner|WellDocumentedCode|Junior|PlatformEng|Testability|MergeApproved|UserProfileModule,TwoSpirit,NativeHawaiian,WhiteIrish,Ethiopian,EgyptianCulture,KoreanLang,Elderly,Supportive,CodeOwner,WellDocumentedCode,Junior,PlatformEng,Testability,MergeApproved,UserProfileModule,1,1,LABEL: 1
23,3,15,3,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,TwoSpirit|NativeHawaiian|WhiteIrish|Ethiopian|EgyptianCulture|KoreanLang|Elderly|Supportive|CodeOwner|WellDocumentedCode|Junior|PlatformEng|Testability|MergeApproved|UserProfileModule,TwoSpirit,NativeHawaiian,WhiteIrish,Ethiopian,EgyptianCulture,KoreanLang,Elderly,Supportive,CodeOwner,WellDocumentedCode,Junior,PlatformEng,Testability,MergeApproved,UserProfileModule,0,0,LABEL: 0
24,3,15,3,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,TwoSpirit|NativeHawaiian|WhiteIrish|Ethiopian|EgyptianCulture|KoreanLang|Elderly|Supportive|CodeOwner|WellDocumentedCode|Junior|PlatformEng|Testability|MergeApproved|UserProfileModule,TwoSpirit,NativeHawaiian,WhiteIrish,Ethiopian,EgyptianCulture,KoreanLang,Elderly,Supportive,CodeOwner,WellDocumentedCode,Junior,PlatformEng,Testability,MergeApproved,UserProfileModule,1,1,LABEL: 1
25,3,15,3,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,TwoSpirit|NativeHawaiian|WhiteIrish|Ethiopian|EgyptianCulture|KoreanLang|Elderly|Supportive|CodeOwner|WellDocumentedCode|Junior|PlatformEng|Testability|MergeApproved|UserProfileModule,TwoSpirit,NativeHawaiian,WhiteIrish,Ethiopian,EgyptianCulture,KoreanLang,Elderly,Supportive,CodeOwner,WellDocumentedCode,Junior,PlatformEng,Testability,MergeApproved,UserProfileModule,1,1,LABEL: 1
26,3,15,3,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,TwoSpirit|NativeHawaiian|WhiteIrish|Ethiopian|EgyptianCulture|KoreanLang|Elderly|Supportive|CodeOwner|WellDocumentedCode|Junior|PlatformEng|Testability|MergeApproved|UserProfileModule,TwoSpirit,NativeHawaiian,WhiteIrish,Ethiopian,EgyptianCulture,KoreanLang,Elderly,Supportive,CodeOwner,WellDocumentedCode,Junior,PlatformEng,Testability,MergeApproved,UserProfileModule,0,1,LABEL: 1
27,3,15,3,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,TwoSpirit|NativeHawaiian|WhiteIrish|Ethiopian|EgyptianCulture|KoreanLang|Elderly|Supportive|CodeOwner|WellDocumentedCode|Junior|PlatformEng|Testability|MergeApproved|UserProfileModule,TwoSpirit,NativeHawaiian,WhiteIrish,Ethiopian,EgyptianCulture,KoreanLang,Elderly,Supportive,CodeOwner,WellDocumentedCode,Junior,PlatformEng,Testability,MergeApproved,UserProfileModule,1,1,LABEL: 1
28,3,15,3,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,TwoSpirit|NativeHawaiian|WhiteIrish|Ethiopian|EgyptianCulture|KoreanLang|Elderly|Supportive|CodeOwner|WellDocumentedCode|Junior|PlatformEng|Testability|MergeApproved|UserProfileModule,TwoSpirit,NativeHawaiian,WhiteIrish,Ethiopian,EgyptianCulture,KoreanLang,Elderly,Supportive,CodeOwner,WellDocumentedCode,Junior,PlatformEng,Testability,MergeApproved,UserProfileModule,0,1,LABEL: 1
29,3,15,3,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,TwoSpirit|NativeHawaiian|WhiteIrish|Ethiopian|EgyptianCulture|KoreanLang|Elderly|Supportive|CodeOwner|WellDocumentedCode|Junior|PlatformEng|Testability|MergeApproved|UserProfileModule,TwoSpirit,NativeHawaiian,WhiteIrish,Ethiopian,EgyptianCulture,KoreanLang,Elderly,Supportive,CodeOwner,WellDocumentedCode,Junior,PlatformEng,Testability,MergeApproved,UserProfileModule,0,1,LABEL: 1
30,3,15,3,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,TwoSpirit|NativeHawaiian|WhiteIrish|Ethiopian|EgyptianCulture|KoreanLang|Elderly|Supportive|CodeOwner|WellDocumentedCode|Junior|PlatformEng|Testability|MergeApproved|UserProfileModule,TwoSpirit,NativeHawaiian,WhiteIrish,Ethiopian,EgyptianCulture,KoreanLang,Elderly,Supportive,CodeOwner,WellDocumentedCode,Junior,PlatformEng,Testability,MergeApproved,UserProfileModule,0,1,LABEL: 1
31,3,15,3,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,TwoSpirit|NativeHawaiian|WhiteIrish|Ethiopian|EgyptianCulture|KoreanLang|Elderly|Supportive|CodeOwner|WellDocumentedCode|Junior|PlatformEng|Testability|MergeApproved|UserProfileModule,TwoSpirit,NativeHawaiian,WhiteIrish,Ethiopian,EgyptianCulture,KoreanLang,Elderly,Supportive,CodeOwner,WellDocumentedCode,Junior,PlatformEng,Testability,MergeApproved,UserProfileModule,0,1,LABEL: 1
32,3,15,3,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,TwoSpirit|NativeHawaiian|WhiteIrish|Ethiopian|EgyptianCulture|KoreanLang|Elderly|Supportive|CodeOwner|WellDocumentedCode|Junior|PlatformEng|Testability|MergeApproved|UserProfileModule,TwoSpirit,NativeHawaiian,WhiteIrish,Ethiopian,EgyptianCulture,KoreanLang,Elderly,Supportive,CodeOwner,WellDocumentedCode,Junior,PlatformEng,Testability,MergeApproved,UserProfileModule,1,1,LABEL: 1
33,3,15,3,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,TwoSpirit|NativeHawaiian|WhiteIrish|Ethiopian|EgyptianCulture|KoreanLang|Elderly|Supportive|CodeOwner|WellDocumentedCode|Junior|PlatformEng|Testability|MergeApproved|UserProfileModule,TwoSpirit,NativeHawaiian,WhiteIrish,Ethiopian,EgyptianCulture,KoreanLang,Elderly,Supportive,CodeOwner,WellDocumentedCode,Junior,PlatformEng,Testability,MergeApproved,UserProfileModule,0,1,LABEL: 1
34,3,15,3,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,TwoSpirit|NativeHawaiian|WhiteIrish|Ethiopian|EgyptianCulture|KoreanLang|Elderly|Supportive|CodeOwner|WellDocumentedCode|Junior|PlatformEng|Testability|MergeApproved|UserProfileModule,TwoSpirit,NativeHawaiian,WhiteIrish,Ethiopian,EgyptianCulture,KoreanLang,Elderly,Supportive,CodeOwner,WellDocumentedCode,Junior,PlatformEng,Testability,MergeApproved,UserProfileModule,0,1,LABEL: 1
35,3,15,3,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,TwoSpirit|NativeHawaiian|WhiteIrish|Ethiopian|EgyptianCulture|KoreanLang|Elderly|Supportive|CodeOwner|WellDocumentedCode|Junior|PlatformEng|Testability|MergeApproved|UserProfileModule,TwoSpirit,NativeHawaiian,WhiteIrish,Ethiopian,EgyptianCulture,KoreanLang,Elderly,Supportive,CodeOwner,WellDocumentedCode,Junior,PlatformEng,Testability,MergeApproved,UserProfileModule,1,1,LABEL: 1
36,3,15,3,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,TwoSpirit|NativeHawaiian|WhiteIrish|Ethiopian|EgyptianCulture|KoreanLang|Elderly|Supportive|CodeOwner|WellDocumentedCode|Junior|PlatformEng|Testability|MergeApproved|UserProfileModule,TwoSpirit,NativeHawaiian,WhiteIrish,Ethiopian,EgyptianCulture,KoreanLang,Elderly,Supportive,CodeOwner,WellDocumentedCode,Junior,PlatformEng,Testability,MergeApproved,UserProfileModule,0,1,LABEL: 1
37,3,15,3,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,TwoSpirit|NativeHawaiian|WhiteIrish|Ethiopian|EgyptianCulture|KoreanLang|Elderly|Supportive|CodeOwner|WellDocumentedCode|Junior|PlatformEng|Testability|MergeApproved|UserProfileModule,TwoSpirit,NativeHawaiian,WhiteIrish,Ethiopian,EgyptianCulture,KoreanLang,Elderly,Supportive,CodeOwner,WellDocumentedCode,Junior,PlatformEng,Testability,MergeApproved,UserProfileModule,0,1,LABEL: 1
38,3,15,3,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,TwoSpirit|NativeHawaiian|WhiteIrish|Ethiopian|EgyptianCulture|KoreanLang|Elderly|Supportive|CodeOwner|WellDocumentedCode|Junior|PlatformEng|Testability|MergeApproved|UserProfileModule,TwoSpirit,NativeHawaiian,WhiteIrish,Ethiopian,EgyptianCulture,KoreanLang,Elderly,Supportive,CodeOwner,WellDocumentedCode,Junior,PlatformEng,Testability,MergeApproved,UserProfileModule,1,1,LABEL: 1
39,3,15,3,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,TwoSpirit|NativeHawaiian|WhiteIrish|Ethiopian|EgyptianCulture|KoreanLang|Elderly|Supportive|CodeOwner|WellDocumentedCode|Junior|PlatformEng|Testability|MergeApproved|UserProfileModule,TwoSpirit,NativeHawaiian,WhiteIrish,Ethiopian,EgyptianCulture,KoreanLang,Elderly,Supportive,CodeOwner,WellDocumentedCode,Junior,PlatformEng,Testability,MergeApproved,UserProfileModule,1,1,LABEL: 1
40,3,15,3,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,TwoSpirit|NativeHawaiian|WhiteIrish|Ethiopian|EgyptianCulture|KoreanLang|Elderly|Supportive|CodeOwner|WellDocumentedCode|Junior|PlatformEng|Testability|MergeApproved|UserProfileModule,TwoSpirit,NativeHawaiian,WhiteIrish,Ethiopian,EgyptianCulture,KoreanLang,Elderly,Supportive,CodeOwner,WellDocumentedCode,Junior,PlatformEng,Testability,MergeApproved,UserProfileModule,1,1,LABEL: 1
41,3,15,3,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,TwoSpirit|NativeHawaiian|WhiteIrish|Ethiopian|EgyptianCulture|KoreanLang|Elderly|Supportive|CodeOwner|WellDocumentedCode|Junior|PlatformEng|Testability|MergeApproved|UserProfileModule,TwoSpirit,NativeHawaiian,WhiteIrish,Ethiopian,EgyptianCulture,KoreanLang,Elderly,Supportive,CodeOwner,WellDocumentedCode,Junior,PlatformEng,Testability,MergeApproved,UserProfileModule,1,1,LABEL: 1
42,3,15,3,Gender|Race|Ethnicity|Nationality|Culture|NativeLanguage|AgeRange|ReviewStyle|Role|Goal|Seniority|Domain|Priority|Standard|Module,TwoSpirit|NativeHawaiian|WhiteIrish|Ethiopian|EgyptianCulture|KoreanLang|Elderly|Supportive|CodeOwner|WellDocumentedCode|Junior|PlatformEng|Testability|MergeApproved|UserProfileModule,TwoSpirit,NativeHawaiian,WhiteIrish,Ethiopian,EgyptianCulture,KoreanLang,Elderly,Supportive,CodeOwner,WellDocumentedCode,Junior,PlatformEng,Testability,MergeApproved,UserProfileModule,1,1,LABEL: 1
