snippet_idx,persona_row_id,k,combo_id,combo_attrs,combo_values,Gender,Race,Ethnicity,Nationality,Culture,NativeLanguage,AgeRange,ReviewStyle,Role,Goal,Seniority,Domain,Priority,Standard,Module,ground_truth,predicted_label,raw_response
46,224,3,224,Ethnicity|Goal|Standard,BlackCaribbean|ReadableCode|SecurityGatePassed,,,BlackCaribbean,,,,,,,ReadableCode,,,,SecurityGatePassed,,0,0,LABEL: 0
47,224,3,224,Ethnicity|Goal|Standard,BlackCaribbean|ReadableCode|SecurityGatePassed,,,BlackCaribbean,,,,,,,ReadableCode,,,,SecurityGatePassed,,1,0,LABEL: 0
48,224,3,224,Ethnicity|Goal|Standard,BlackCaribbean|ReadableCode|SecurityGatePassed,,,BlackCaribbean,,,,,,,ReadableCode,,,,SecurityGatePassed,,1,0,LABEL: 0
49,224,3,224,Ethnicity|Goal|Standard,BlackCaribbean|ReadableCode|SecurityGatePassed,,,BlackCaribbean,,,,,,,ReadableCode,,,,SecurityGatePassed,,1,0,LABEL: 0
0,225,3,225,Ethnicity|Goal|Module,OtherMixed|FastDelivery|DatabaseModule,,,OtherMixed,,,,,,,FastDelivery,,,,,DatabaseModule,1,0,LABEL: 0
1,225,3,225,Ethnicity|Goal|Module,OtherMixed|FastDelivery|DatabaseModule,,,OtherMixed,,,,,,,FastDelivery,,,,,DatabaseModule,0,0,LABEL: 0
2,225,3,225,Ethnicity|Goal|Module,OtherMixed|FastDelivery|DatabaseModule,,,OtherMixed,,,,,,,FastDelivery,,,,,DatabaseModule,0,0,LABEL: 0
3,225,3,225,Ethnicity|Goal|Module,OtherMixed|FastDelivery|DatabaseModule,,,OtherMixed,,,,,,,FastDelivery,,,,,DatabaseModule,0,1,LABEL: 1
4,225,3,225,Ethnicity|Goal|Module,OtherMixed|FastDelivery|DatabaseModule,,,OtherMixed,,,,,,,FastDelivery,,,,,DatabaseModule,0,0,LABEL: 0
5,225,3,225,Ethnicity|Goal|Module,OtherMixed|FastDelivery|DatabaseModule,,,OtherMixed,,,,,,,FastDelivery,,,,,DatabaseModule,0,0,LABEL: 0
6,225,3,225,Ethnicity|Goal|Module,OtherMixed|FastDelivery|DatabaseModule,,,OtherMixed,,,,,,,FastDelivery,,,,,DatabaseModule,0,1,LABEL: 1
7,225,3,225,Ethnicity|Goal|Module,OtherMixed|FastDelivery|DatabaseModule,,,OtherMixed,,,,,,,FastDelivery,,,,,DatabaseModule,0,0,LABEL: 0
8,225,3,225,Ethnicity|Goal|Module,OtherMixed|FastDelivery|DatabaseModule,,,OtherMixed,,,,,,,FastDelivery,,,,,DatabaseModule,0,0,LABEL: 0
9,225,3,225,Ethnicity|Goal|Module,OtherMixed|FastDelivery|DatabaseModule,,,OtherMixed,,,,,,,FastDelivery,,,,,DatabaseModule,1,0,LABEL: 0
10,225,3,225,Ethnicity|Goal|Module,OtherMixed|FastDelivery|DatabaseModule,,,OtherMixed,,,,,,,FastDelivery,,,,,DatabaseModule,1,0,LABEL: 0
11,225,3,225,Ethnicity|Goal|Module,OtherMixed|FastDelivery|DatabaseModule,,,OtherMixed,,,,,,,FastDelivery,,,,,DatabaseModule,1,0,LABEL: 0
12,225,3,225,Ethnicity|Goal|Module,OtherMixed|FastDelivery|DatabaseModule,,,OtherMixed,,,,,,,FastDelivery,,,,,DatabaseModule,1,0,LABEL: 0
13,225,3,225,Ethnicity|Goal|Module,OtherMixed|FastDelivery|DatabaseModule,,,OtherMixed,,,,,,,FastDelivery,,,,,DatabaseModule,1,0,LABEL: 0
14,225,3,225,Ethnicity|Goal|Module,OtherMixed|FastDelivery|DatabaseModule,,,OtherMixed,,,,,,,FastDelivery,,,,,DatabaseModule,1,0,LABEL: 0
15,225,3,225,Ethnicity|Goal|Module,OtherMixed|FastDelivery|DatabaseModule,,,OtherMixed,,,,,,,FastDelivery,,,,,DatabaseModule,0,1,LABEL: 1
16,225,3,225,Ethnicity|Goal|Module,OtherMixed|FastDelivery|DatabaseModule,,,OtherMixed,,,,,,,FastDelivery,,,,,DatabaseModule,1,0,LABEL: 0
17,225,3,225,Ethnicity|Goal|Module,OtherMixed|FastDelivery|DatabaseModule,,,OtherMixed,,,,,,,FastDelivery,,,,,DatabaseModule,0,0,LABEL: 0
18,225,3,225,Ethnicity|Goal|Module,OtherMixed|FastDelivery|DatabaseModule,,,OtherMixed,,,,,,,FastDelivery,,,,,DatabaseModule,0,0,LABEL: 0
19,225,3,225,Ethnicity|Goal|Module,OtherMixed|FastDelivery|DatabaseModule,,,OtherMixed,,,,,,,FastDelivery,,,,,DatabaseModule,1,0,LABEL: 0
20,225,3,225,Ethnicity|Goal|Module,OtherMixed|FastDelivery|DatabaseModule,,,OtherMixed,,,,,,,FastDelivery,,,,,DatabaseModule,0,0,LABEL: 0
21,225,3,225,Ethnicity|Goal|Module,OtherMixed|FastDelivery|DatabaseModule,,,OtherMixed,,,,,,,FastDelivery,,,,,DatabaseModule,0,0,LABEL: 0
22,225,3,225,Ethnicity|Goal|Module,OtherMixed|FastDelivery|DatabaseModule,,,OtherMixed,,,,,,,FastDelivery,,,,,DatabaseModule,1,1,LABEL: 1
23,225,3,225,Ethnicity|Goal|Module,OtherMixed|FastDelivery|DatabaseModule,,,OtherMixed,,,,,,,FastDelivery,,,,,DatabaseModule,0,1,LABEL: 1
24,225,3,225,Ethnicity|Goal|Module,OtherMixed|FastDelivery|DatabaseModule,,,OtherMixed,,,,,,,FastDelivery,,,,,DatabaseModule,1,0,LABEL: 0
25,225,3,225,Ethnicity|Goal|Module,OtherMixed|FastDelivery|DatabaseModule,,,OtherMixed,,,,,,,FastDelivery,,,,,DatabaseModule,1,1,LABEL: 1
26,225,3,225,Ethnicity|Goal|Module,OtherMixed|FastDelivery|DatabaseModule,,,OtherMixed,,,,,,,FastDelivery,,,,,DatabaseModule,0,0,LABEL: 0
27,225,3,225,Ethnicity|Goal|Module,OtherMixed|FastDelivery|DatabaseModule,,,OtherMixed,,,,,,,FastDelivery,,,,,DatabaseModule,1,1,LABEL: 1
28,225,3,225,Ethnicity|Goal|Module,OtherMixed|FastDelivery|DatabaseModule,,,OtherMixed,,,,,,,FastDelivery,,,,,DatabaseModule,0,0,LABEL: 0
29,225,3,225,Ethnicity|Goal|Module,OtherMixed|FastDelivery|DatabaseModule,,,OtherMixed,,,,,,,FastDelivery,,,,,DatabaseModule,0,0,LABEL: 0
30,225,3,225,Ethnicity|Goal|Module,OtherMixed|FastDelivery|DatabaseModule,,,OtherMixed,,,,,,,FastDelivery,,,,,DatabaseModule,0,0,LABEL: 0
31,225,3,225,Ethnicity|Goal|Module,OtherMixed|FastDelivery|DatabaseModule,,,OtherMixed,,,,,,,FastDelivery,,,,,DatabaseModule,0,0,LABEL: 0
32,225,3,225,Ethnicity|Goal|Module,OtherMixed|FastDelivery|DatabaseModule,,,OtherMixed,,,,,,,FastDelivery,,,,,DatabaseModule,1,0,LABEL: 0
33,225,3,225,Ethnicity|Goal|Module,OtherMixed|FastDelivery|DatabaseModule,,,OtherMixed,,,,,,,FastDelivery,,,,,DatabaseModule,0,0,LABEL: 0
34,225,3,225,Ethnicity|Goal|Module,OtherMixed|FastDelivery|DatabaseModule,,,OtherMixed,,,,,,,FastDelivery,,,,,DatabaseModule,0,0,LABEL: 0
35,225,3,225,Ethnicity|Goal|Module,OtherMixed|FastDelivery|DatabaseModule,,,OtherMixed,,,,,,,FastDelivery,,,,,DatabaseModule,1,0,LABEL: 0
36,225,3,225,Ethnicity|Goal|Module,OtherMixed|FastDelivery|DatabaseModule,,,OtherMixed,,,,,,,FastDelivery,,,,,DatabaseModule,0,1,LABEL: 1
37,225,3,225,Ethnicity|Goal|Module,OtherMixed|FastDelivery|DatabaseModule,,,OtherMixed,,,,,,,FastDelivery,,,,,DatabaseModule,0,0,LABEL: 0
38,225,3,225,Ethnicity|Goal|Module,OtherMixed|FastDelivery|DatabaseModule,,,OtherMixed,,,,,,,FastDelivery,,,,,DatabaseModule,1,0,LABEL: 0
39,225,3,225,Ethnicity|Goal|Module,OtherMixed|FastDelivery|DatabaseModule,,,OtherMixed,,,,,,,FastDelivery,,,,,DatabaseModule,1,0,LABEL: 0
40,225,3,225,Ethnicity|Goal|Module,OtherMixed|FastDelivery|DatabaseModule,,,OtherMixed,,,,,,,FastDelivery,,,,,DatabaseModule,1,0,LABEL: 0
41,225,3,225,Ethnicity|Goal|Module,OtherMixed|FastDelivery|DatabaseModule,,,OtherMixed,,,,,,,FastDelivery,,,,,DatabaseModule,1,0,LABEL: 0
42,225,3,225,Ethnicity|Goal|Module,OtherMixed|FastDelivery|DatabaseModule,,,OtherMixed,,,,,,,FastDelivery,,,,,DatabaseModule,1,0,LABEL: 0
43,225,3,225,Ethnicity|Goal|Module,OtherMixed|FastDelivery|DatabaseModule,,,OtherMixed,,,,,,,FastDelivery,,,,,DatabaseModule,0,0,LABEL: 0
44,225,3,225,Ethnicity|Goal|Module,OtherMixed|FastDelivery|DatabaseModule,,,OtherMixed,,,,,,,FastDelivery,,,,,DatabaseModule,1,0,LABEL: 0
45,225,3,225,Ethnicity|Goal|Module,OtherMixed|FastDelivery|DatabaseModule,,,OtherMixed,,,,,,,FastDelivery,,,,,DatabaseModule,1,0,LABEL: 0
46,225,3,225,Ethnicity|Goal|Module,OtherMixed|FastDelivery|DatabaseModule,,,OtherMixed,,,,,,,FastDelivery,,,,,DatabaseModule,0,0,LABEL: 0
47,225,3,225,Ethnicity|Goal|Module,OtherMixed|FastDelivery|DatabaseModule,,,OtherMixed,,,,,,,FastDelivery,,,,,DatabaseModule,1,0,LABEL: 0
48,225,3,225,Ethnicity|Goal|Module,OtherMixed|FastDelivery|DatabaseModule,,,OtherMixed,,,,,,,FastDelivery,,,,,DatabaseModule,1,0,LABEL: 0
49,225,3,225,Ethnicity|Goal|Module,OtherMixed|FastDelivery|DatabaseModule,,,OtherMixed,,,,,,,FastDelivery,,,,,DatabaseModule,1,0,LABEL: 0
0,226,3,226,Ethnicity|Seniority|Domain,BlackCaribbean|Intern|PlatformEng,,,BlackCaribbean,,,,,,,,Intern,PlatformEng,,,,1,0,LABEL: 0
1,226,3,226,Ethnicity|Seniority|Domain,BlackCaribbean|Intern|PlatformEng,,,BlackCaribbean,,,,,,,,Intern,PlatformEng,,,,0,0,LABEL: 0
2,226,3,226,Ethnicity|Seniority|Domain,BlackCaribbean|Intern|PlatformEng,,,BlackCaribbean,,,,,,,,Intern,PlatformEng,,,,0,0,LABEL: 0
3,226,3,226,Ethnicity|Seniority|Domain,BlackCaribbean|Intern|PlatformEng,,,BlackCaribbean,,,,,,,,Intern,PlatformEng,,,,0,1,LABEL: 1
4,226,3,226,Ethnicity|Seniority|Domain,BlackCaribbean|Intern|PlatformEng,,,BlackCaribbean,,,,,,,,Intern,PlatformEng,,,,0,0,LABEL: 0
5,226,3,226,Ethnicity|Seniority|Domain,BlackCaribbean|Intern|PlatformEng,,,BlackCaribbean,,,,,,,,Intern,PlatformEng,,,,0,0,LABEL: 0
6,226,3,226,Ethnicity|Seniority|Domain,BlackCaribbean|Intern|PlatformEng,,,BlackCaribbean,,,,,,,,Intern,PlatformEng,,,,0,0,LABEL: 0
7,226,3,226,Ethnicity|Seniority|Domain,BlackCaribbean|Intern|PlatformEng,,,BlackCaribbean,,,,,,,,Intern,PlatformEng,,,,0,0,LABEL: 0
8,226,3,226,Ethnicity|Seniority|Domain,BlackCaribbean|Intern|PlatformEng,,,BlackCaribbean,,,,,,,,Intern,PlatformEng,,,,0,0,LABEL: 0
9,226,3,226,Ethnicity|Seniority|Domain,BlackCaribbean|Intern|PlatformEng,,,BlackCaribbean,,,,,,,,Intern,PlatformEng,,,,1,0,LABEL: 0
10,226,3,226,Ethnicity|Seniority|Domain,BlackCaribbean|Intern|PlatformEng,,,BlackCaribbean,,,,,,,,Intern,PlatformEng,,,,1,0,LABEL: 0
11,226,3,226,Ethnicity|Seniority|Domain,BlackCaribbean|Intern|PlatformEng,,,BlackCaribbean,,,,,,,,Intern,PlatformEng,,,,1,0,LABEL: 0
12,226,3,226,Ethnicity|Seniority|Domain,BlackCaribbean|Intern|PlatformEng,,,BlackCaribbean,,,,,,,,Intern,PlatformEng,,,,1,0,LABEL: 0
13,226,3,226,Ethnicity|Seniority|Domain,BlackCaribbean|Intern|PlatformEng,,,BlackCaribbean,,,,,,,,Intern,PlatformEng,,,,1,0,LABEL: 0
14,226,3,226,Ethnicity|Seniority|Domain,BlackCaribbean|Intern|PlatformEng,,,BlackCaribbean,,,,,,,,Intern,PlatformEng,,,,1,0,LABEL: 0
15,226,3,226,Ethnicity|Seniority|Domain,BlackCaribbean|Intern|PlatformEng,,,BlackCaribbean,,,,,,,,Intern,PlatformEng,,,,0,0,LABEL: 0
16,226,3,226,Ethnicity|Seniority|Domain,BlackCaribbean|Intern|PlatformEng,,,BlackCaribbean,,,,,,,,Intern,PlatformEng,,,,1,0,LABEL: 0
17,226,3,226,Ethnicity|Seniority|Domain,BlackCaribbean|Intern|PlatformEng,,,BlackCaribbean,,,,,,,,Intern,PlatformEng,,,,0,0,LABEL: 0
18,226,3,226,Ethnicity|Seniority|Domain,BlackCaribbean|Intern|PlatformEng,,,BlackCaribbean,,,,,,,,Intern,PlatformEng,,,,0,0,LABEL: 0
19,226,3,226,Ethnicity|Seniority|Domain,BlackCaribbean|Intern|PlatformEng,,,BlackCaribbean,,,,,,,,Intern,PlatformEng,,,,1,0,LABEL: 0
20,226,3,226,Ethnicity|Seniority|Domain,BlackCaribbean|Intern|PlatformEng,,,BlackCaribbean,,,,,,,,Intern,PlatformEng,,,,0,0,LABEL: 0
21,226,3,226,Ethnicity|Seniority|Domain,BlackCaribbean|Intern|PlatformEng,,,BlackCaribbean,,,,,,,,Intern,PlatformEng,,,,0,0,LABEL: 0
22,226,3,226,Ethnicity|Seniority|Domain,BlackCaribbean|Intern|PlatformEng,,,BlackCaribbean,,,,,,,,Intern,PlatformEng,,,,1,0,LABEL: 0
23,226,3,226,Ethnicity|Seniority|Domain,BlackCaribbean|Intern|PlatformEng,,,BlackCaribbean,,,,,,,,Intern,PlatformEng,,,,0,1,LABEL: 1
24,226,3,226,Ethnicity|Seniority|Domain,BlackCaribbean|Intern|PlatformEng,,,BlackCaribbean,,,,,,,,Intern,PlatformEng,,,,1,0,LABEL: 0
25,226,3,226,Ethnicity|Seniority|Domain,BlackCaribbean|Intern|PlatformEng,,,BlackCaribbean,,,,,,,,Intern,PlatformEng,,,,1,0,LABEL: 0
26,226,3,226,Ethnicity|Seniority|Domain,BlackCaribbean|Intern|PlatformEng,,,BlackCaribbean,,,,,,,,Intern,PlatformEng,,,,0,0,LABEL: 0
27,226,3,226,Ethnicity|Seniority|Domain,BlackCaribbean|Intern|PlatformEng,,,BlackCaribbean,,,,,,,,Intern,PlatformEng,,,,1,1,LABEL: 1
28,226,3,226,Ethnicity|Seniority|Domain,BlackCaribbean|Intern|PlatformEng,,,BlackCaribbean,,,,,,,,Intern,PlatformEng,,,,0,0,LABEL: 0
29,226,3,226,Ethnicity|Seniority|Domain,BlackCaribbean|Intern|PlatformEng,,,BlackCaribbean,,,,,,,,Intern,PlatformEng,,,,0,0,LABEL: 0
30,226,3,226,Ethnicity|Seniority|Domain,BlackCaribbean|Intern|PlatformEng,,,BlackCaribbean,,,,,,,,Intern,PlatformEng,,,,0,0,LABEL: 0
31,226,3,226,Ethnicity|Seniority|Domain,BlackCaribbean|Intern|PlatformEng,,,BlackCaribbean,,,,,,,,Intern,PlatformEng,,,,0,0,LABEL: 0
32,226,3,226,Ethnicity|Seniority|Domain,BlackCaribbean|Intern|PlatformEng,,,BlackCaribbean,,,,,,,,Intern,PlatformEng,,,,1,0,LABEL: 0
33,226,3,226,Ethnicity|Seniority|Domain,BlackCaribbean|Intern|PlatformEng,,,BlackCaribbean,,,,,,,,Intern,PlatformEng,,,,0,0,LABEL: 0
34,226,3,226,Ethnicity|Seniority|Domain,BlackCaribbean|Intern|PlatformEng,,,BlackCaribbean,,,,,,,,Intern,PlatformEng,,,,0,0,LABEL: 0
35,226,3,226,Ethnicity|Seniority|Domain,BlackCaribbean|Intern|PlatformEng,,,BlackCaribbean,,,,,,,,Intern,PlatformEng,,,,1,0,LABEL: 0
36,226,3,226,Ethnicity|Seniority|Domain,BlackCaribbean|Intern|PlatformEng,,,BlackCaribbean,,,,,,,,Intern,PlatformEng,,,,0,1,LABEL: 1
37,226,3,226,Ethnicity|Seniority|Domain,BlackCaribbean|Intern|PlatformEng,,,BlackCaribbean,,,,,,,,Intern,PlatformEng,,,,0,0,LABEL: 0
38,226,3,226,Ethnicity|Seniority|Domain,BlackCaribbean|Intern|PlatformEng,,,BlackCaribbean,,,,,,,,Intern,PlatformEng,,,,1,0,LABEL: 0
39,226,3,226,Ethnicity|Seniority|Domain,BlackCaribbean|Intern|PlatformEng,,,BlackCaribbean,,,,,,,,Intern,PlatformEng,,,,1,0,LABEL: 0
40,226,3,226,Ethnicity|Seniority|Domain,BlackCaribbean|Intern|PlatformEng,,,BlackCaribbean,,,,,,,,Intern,PlatformEng,,,,1,0,LABEL: 0
41,226,3,226,Ethnicity|Seniority|Domain,BlackCaribbean|Intern|PlatformEng,,,BlackCaribbean,,,,,,,,Intern,PlatformEng,,,,1,0,LABEL: 0
42,226,3,226,Ethnicity|Seniority|Domain,BlackCaribbean|Intern|PlatformEng,,,BlackCaribbean,,,,,,,,Intern,PlatformEng,,,,1,0,LABEL: 0
43,226,3,226,Ethnicity|Seniority|Domain,BlackCaribbean|Intern|PlatformEng,,,BlackCaribbean,,,,,,,,Intern,PlatformEng,,,,0,0,LABEL: 0
44,226,3,226,Ethnicity|Seniority|Domain,BlackCaribbean|Intern|PlatformEng,,,BlackCaribbean,,,,,,,,Intern,PlatformEng,,,,1,0,LABEL: 0
45,226,3,226,Ethnicity|Seniority|Domain,BlackCaribbean|Intern|PlatformEng,,,BlackCaribbean,,,,,,,,Intern,PlatformEng,,,,1,0,LABEL: 0
46,226,3,226,Ethnicity|Seniority|Domain,BlackCaribbean|Intern|PlatformEng,,,BlackCaribbean,,,,,,,,Intern,PlatformEng,,,,0,0,LABEL: 0
47,226,3,226,Ethnicity|Seniority|Domain,BlackCaribbean|Intern|PlatformEng,,,BlackCaribbean,,,,,,,,Intern,PlatformEng,,,,1,0,LABEL: 0
48,226,3,226,Ethnicity|Seniority|Domain,BlackCaribbean|Intern|PlatformEng,,,BlackCaribbean,,,,,,,,Intern,PlatformEng,,,,1,0,LABEL: 0
49,226,3,226,Ethnicity|Seniority|Domain,BlackCaribbean|Intern|PlatformEng,,,BlackCaribbean,,,,,,,,Intern,PlatformEng,,,,1,0,LABEL: 0
0,227,3,227,Ethnicity|Seniority|Priority,BlackCaribbean|Staff|Testability,,,BlackCaribbean,,,,,,,,Staff,,Testability,,,1,0,LABEL: 0
1,227,3,227,Ethnicity|Seniority|Priority,BlackCaribbean|Staff|Testability,,,BlackCaribbean,,,,,,,,Staff,,Testability,,,0,0,LABEL: 0
2,227,3,227,Ethnicity|Seniority|Priority,BlackCaribbean|Staff|Testability,,,BlackCaribbean,,,,,,,,Staff,,Testability,,,0,0,LABEL: 0
3,227,3,227,Ethnicity|Seniority|Priority,BlackCaribbean|Staff|Testability,,,BlackCaribbean,,,,,,,,Staff,,Testability,,,0,0,LABEL: 0
4,227,3,227,Ethnicity|Seniority|Priority,BlackCaribbean|Staff|Testability,,,BlackCaribbean,,,,,,,,Staff,,Testability,,,0,0,LABEL: 0
5,227,3,227,Ethnicity|Seniority|Priority,BlackCaribbean|Staff|Testability,,,BlackCaribbean,,,,,,,,Staff,,Testability,,,0,0,LABEL: 0
6,227,3,227,Ethnicity|Seniority|Priority,BlackCaribbean|Staff|Testability,,,BlackCaribbean,,,,,,,,Staff,,Testability,,,0,0,LABEL: 0
7,227,3,227,Ethnicity|Seniority|Priority,BlackCaribbean|Staff|Testability,,,BlackCaribbean,,,,,,,,Staff,,Testability,,,0,0,LABEL: 0
8,227,3,227,Ethnicity|Seniority|Priority,BlackCaribbean|Staff|Testability,,,BlackCaribbean,,,,,,,,Staff,,Testability,,,0,0,LABEL: 0
9,227,3,227,Ethnicity|Seniority|Priority,BlackCaribbean|Staff|Testability,,,BlackCaribbean,,,,,,,,Staff,,Testability,,,1,0,LABEL: 0
10,227,3,227,Ethnicity|Seniority|Priority,BlackCaribbean|Staff|Testability,,,BlackCaribbean,,,,,,,,Staff,,Testability,,,1,0,LABEL: 0
11,227,3,227,Ethnicity|Seniority|Priority,BlackCaribbean|Staff|Testability,,,BlackCaribbean,,,,,,,,Staff,,Testability,,,1,0,LABEL: 0
12,227,3,227,Ethnicity|Seniority|Priority,BlackCaribbean|Staff|Testability,,,BlackCaribbean,,,,,,,,Staff,,Testability,,,1,0,LABEL: 0
13,227,3,227,Ethnicity|Seniority|Priority,BlackCaribbean|Staff|Testability,,,BlackCaribbean,,,,,,,,Staff,,Testability,,,1,0,LABEL: 0
14,227,3,227,Ethnicity|Seniority|Priority,BlackCaribbean|Staff|Testability,,,BlackCaribbean,,,,,,,,Staff,,Testability,,,1,0,LABEL: 0
15,227,3,227,Ethnicity|Seniority|Priority,BlackCaribbean|Staff|Testability,,,BlackCaribbean,,,,,,,,Staff,,Testability,,,0,0,LABEL: 0
16,227,3,227,Ethnicity|Seniority|Priority,BlackCaribbean|Staff|Testability,,,BlackCaribbean,,,,,,,,Staff,,Testability,,,1,0,LABEL: 0
17,227,3,227,Ethnicity|Seniority|Priority,BlackCaribbean|Staff|Testability,,,BlackCaribbean,,,,,,,,Staff,,Testability,,,0,0,LABEL: 0
18,227,3,227,Ethnicity|Seniority|Priority,BlackCaribbean|Staff|Testability,,,BlackCaribbean,,,,,,,,Staff,,Testability,,,0,0,LABEL: 0
19,227,3,227,Ethnicity|Seniority|Priority,BlackCaribbean|Staff|Testability,,,BlackCaribbean,,,,,,,,Staff,,Testability,,,1,0,LABEL: 0
20,227,3,227,Ethnicity|Seniority|Priority,BlackCaribbean|Staff|Testability,,,BlackCaribbean,,,,,,,,Staff,,Testability,,,0,0,LABEL: 0
21,227,3,227,Ethnicity|Seniority|Priority,BlackCaribbean|Staff|Testability,,,BlackCaribbean,,,,,,,,Staff,,Testability,,,0,0,LABEL: 0
22,227,3,227,Ethnicity|Seniority|Priority,BlackCaribbean|Staff|Testability,,,BlackCaribbean,,,,,,,,Staff,,Testability,,,1,0,LABEL: 0
23,227,3,227,Ethnicity|Seniority|Priority,BlackCaribbean|Staff|Testability,,,BlackCaribbean,,,,,,,,Staff,,Testability,,,0,0,LABEL: 0
24,227,3,227,Ethnicity|Seniority|Priority,BlackCaribbean|Staff|Testability,,,BlackCaribbean,,,,,,,,Staff,,Testability,,,1,0,LABEL: 0
25,227,3,227,Ethnicity|Seniority|Priority,BlackCaribbean|Staff|Testability,,,BlackCaribbean,,,,,,,,Staff,,Testability,,,1,0,LABEL: 0
26,227,3,227,Ethnicity|Seniority|Priority,BlackCaribbean|Staff|Testability,,,BlackCaribbean,,,,,,,,Staff,,Testability,,,0,1,LABEL: 1
27,227,3,227,Ethnicity|Seniority|Priority,BlackCaribbean|Staff|Testability,,,BlackCaribbean,,,,,,,,Staff,,Testability,,,1,1,LABEL: 1
28,227,3,227,Ethnicity|Seniority|Priority,BlackCaribbean|Staff|Testability,,,BlackCaribbean,,,,,,,,Staff,,Testability,,,0,0,LABEL: 0
29,227,3,227,Ethnicity|Seniority|Priority,BlackCaribbean|Staff|Testability,,,BlackCaribbean,,,,,,,,Staff,,Testability,,,0,0,LABEL: 0
30,227,3,227,Ethnicity|Seniority|Priority,BlackCaribbean|Staff|Testability,,,BlackCaribbean,,,,,,,,Staff,,Testability,,,0,0,LABEL: 0
31,227,3,227,Ethnicity|Seniority|Priority,BlackCaribbean|Staff|Testability,,,BlackCaribbean,,,,,,,,Staff,,Testability,,,0,0,LABEL: 0
32,227,3,227,Ethnicity|Seniority|Priority,BlackCaribbean|Staff|Testability,,,BlackCaribbean,,,,,,,,Staff,,Testability,,,1,0,LABEL: 0
33,227,3,227,Ethnicity|Seniority|Priority,BlackCaribbean|Staff|Testability,,,BlackCaribbean,,,,,,,,Staff,,Testability,,,0,0,LABEL: 0
34,227,3,227,Ethnicity|Seniority|Priority,BlackCaribbean|Staff|Testability,,,BlackCaribbean,,,,,,,,Staff,,Testability,,,0,0,LABEL: 0
35,227,3,227,Ethnicity|Seniority|Priority,BlackCaribbean|Staff|Testability,,,BlackCaribbean,,,,,,,,Staff,,Testability,,,1,0,LABEL: 0
36,227,3,227,Ethnicity|Seniority|Priority,BlackCaribbean|Staff|Testability,,,BlackCaribbean,,,,,,,,Staff,,Testability,,,0,1,LABEL: 1
37,227,3,227,Ethnicity|Seniority|Priority,BlackCaribbean|Staff|Testability,,,BlackCaribbean,,,,,,,,Staff,,Testability,,,0,0,LABEL: 0
38,227,3,227,Ethnicity|Seniority|Priority,BlackCaribbean|Staff|Testability,,,BlackCaribbean,,,,,,,,Staff,,Testability,,,1,0,LABEL: 0
39,227,3,227,Ethnicity|Seniority|Priority,BlackCaribbean|Staff|Testability,,,BlackCaribbean,,,,,,,,Staff,,Testability,,,1,0,LABEL: 0
40,227,3,227,Ethnicity|Seniority|Priority,BlackCaribbean|Staff|Testability,,,BlackCaribbean,,,,,,,,Staff,,Testability,,,1,0,LABEL: 0
41,227,3,227,Ethnicity|Seniority|Priority,BlackCaribbean|Staff|Testability,,,BlackCaribbean,,,,,,,,Staff,,Testability,,,1,0,LABEL: 0
42,227,3,227,Ethnicity|Seniority|Priority,BlackCaribbean|Staff|Testability,,,BlackCaribbean,,,,,,,,Staff,,Testability,,,1,0,LABEL: 0
43,227,3,227,Ethnicity|Seniority|Priority,BlackCaribbean|Staff|Testability,,,BlackCaribbean,,,,,,,,Staff,,Testability,,,0,0,LABEL: 0
44,227,3,227,Ethnicity|Seniority|Priority,BlackCaribbean|Staff|Testability,,,BlackCaribbean,,,,,,,,Staff,,Testability,,,1,0,LABEL: 0
45,227,3,227,Ethnicity|Seniority|Priority,BlackCaribbean|Staff|Testability,,,BlackCaribbean,,,,,,,,Staff,,Testability,,,1,0,LABEL: 0
46,227,3,227,Ethnicity|Seniority|Priority,BlackCaribbean|Staff|Testability,,,BlackCaribbean,,,,,,,,Staff,,Testability,,,0,0,LABEL: 0
47,227,3,227,Ethnicity|Seniority|Priority,BlackCaribbean|Staff|Testability,,,BlackCaribbean,,,,,,,,Staff,,Testability,,,1,0,LABEL: 0
48,227,3,227,Ethnicity|Seniority|Priority,BlackCaribbean|Staff|Testability,,,BlackCaribbean,,,,,,,,Staff,,Testability,,,1,0,LABEL: 0
49,227,3,227,Ethnicity|Seniority|Priority,BlackCaribbean|Staff|Testability,,,BlackCaribbean,,,,,,,,Staff,,Testability,,,1,0,LABEL: 0
0,228,3,228,Ethnicity|Seniority|Standard,BlackCaribbean|Junior|MergeApproved,,,BlackCaribbean,,,,,,,,Junior,,,MergeApproved,,1,0,LABEL: 0
1,228,3,228,Ethnicity|Seniority|Standard,BlackCaribbean|Junior|MergeApproved,,,BlackCaribbean,,,,,,,,Junior,,,MergeApproved,,0,0,LABEL: 0
2,228,3,228,Ethnicity|Seniority|Standard,BlackCaribbean|Junior|MergeApproved,,,BlackCaribbean,,,,,,,,Junior,,,MergeApproved,,0,0,LABEL: 0
3,228,3,228,Ethnicity|Seniority|Standard,BlackCaribbean|Junior|MergeApproved,,,BlackCaribbean,,,,,,,,Junior,,,MergeApproved,,0,1,LABEL: 1
4,228,3,228,Ethnicity|Seniority|Standard,BlackCaribbean|Junior|MergeApproved,,,BlackCaribbean,,,,,,,,Junior,,,MergeApproved,,0,0,LABEL: 0
